RecordNo	q	a
3815	Q5	Samsung Notes
3815	Q5	
3820	Q5	
3823	Q5	
3825	Q5	MS Office
3825	Q5	Airmail
3833	Q5	
3839	Q5	Contexto Reverso
3845	Q5	
3858	Q5	MinSamtale
3858	Q5	
3858	Q5	Skype for Business
3865	Q5	Google Calendar
3870	Q5	
3872	Q5	
3873	Q5	
3882	Q5	
3889	Q5	
3889	Q5	
3894	Q5	
3895	Q5	
3902	Q5	
3902	Q5	
3903	Q5	
3925	Q5	Firmafon
3943	Q5	
3944	Q5	
1	Q6	Pages; MS Word
5	Q6	
6	Q6	
16	Q6	
16	Q6	Google Chrome
19	Q6	
23	Q6	
25	Q6	
27	Q6	
29	Q6	MS Word
29	Q6	
29	Q6	MS Excel
29	Q6	
30	Q6	
33	Q6	
34	Q6	
35	Q6	
36	Q6	
37	Q6	
38	Q6	Apple Mail
39	Q6	
40	Q6	
45	Q6	
46	Q6	
49	Q6	
51	Q6	Fuze
51	Q6	Google Mail
57	Q6	
59	Q6	Facebook
59	Q6	Instagram
62	Q6	Sonatype Nexus
63	Q6	Autodesk Fusion
63	Q6	
63	Q6	MS OneDrive
64	Q6	e-Dok
64	Q6	
74	Q6	
76	Q6	
77	Q6	Citrix VPN
81	Q6	
84	Q6	
90	Q6	
93	Q6	
95	Q6	
97	Q6	
100	Q6	
105	Q6	
108	Q6	
112	Q6	
114	Q6	Apple Mail
114	Q6	Facebook Messenger
114	Q6	Apple Calendar
118	Q6	
119	Q6	Planner Pro
119	Q6	Dropbox
119	Q6	Facebook
119	Q6	Apple Mail
119	Q6	Zoho Invoices
129	Q6	
130	Q6	Cisco AnyConnect
136	Q6	MS Powerpoint
136	Q6	MS Excel
136	Q6	MS Word
142	Q6	
143	Q6	
145	Q6	
146	Q6	
147	Q6	
154	Q6	
155	Q6	
161	Q6	
161	Q6	Internet Explorer
168	Q6	
169	Q6	
171	Q6	
173	Q6	MS Office 365
174	Q6	
174	Q6	
174	Q6	
176	Q6	
179	Q6	
184	Q6	
185	Q6	Cura
190	Q6	
191	Q6	
192	Q6	
193	Q6	
205	Q6	
207	Q6	
208	Q6	
209	Q6	
210	Q6	Apple Mail
210	Q6	Safari
210	Q6	Apple Calendar
210	Q6	Apple Camera
210	Q6	Apple Photos
210	Q6	Apple Contacts
210	Q6	Apple Notes
210	Q6	Apple Reminders
210	Q6	MS OneDrive
210	Q6	TalkTablet DA (Gus communications)
210	Q6	IntoWords (MV-Nordic)
210	Q6	Predictable (TherapyBox)
210	Q6	Avaz (Avaz inc.)
210	Q6	GoTalk Now (Attainment)
210	Q6	HandiKalender (Abilia)
210	Q6	MemoAssist (Hart Designs)
210	Q6	e-reolen (Aarhus kommunes biblioteker)
210	Q6	Bitsboard (Happy Moose Apps)
210	Q6	AirWatch (AirWatch LLC)
210	Q6	Nota bibliotek (Nota.dk)
212	Q6	
214	Q6	
216	Q6	
218	Q6	
220	Q6	
221	Q6	Apple Mail
225	Q6	
226	Q6	
228	Q6	
237	Q6	Synchronicer
237	Q6	Skyhost
240	Q6	
241	Q6	
242	Q6	
244	Q6	MS Word
246	Q6	Google Drive
252	Q6	
254	Q6	
255	Q6	
257	Q6	
258	Q6	MS Office
259	Q6	
263	Q6	
264	Q6	Google Chrome
267	Q6	
271	Q6	
273	Q6	
275	Q6	
277	Q6	
285	Q6	
286	Q6	
287	Q6	
288	Q6	
301	Q6	
303	Q6	
305	Q6	
308	Q6	
312	Q6	
314	Q6	
315	Q6	
316	Q6	
317	Q6	
317	Q6	MS Word
323	Q6	
324	Q6	
328	Q6	
329	Q6	
332	Q6	
333	Q6	
334	Q6	MS Office 365
334	Q6	MS OneDrive
334	Q6	Wordpress
334	Q6	Affinity Photo
334	Q6	Affinity Designer
336	Q6	
337	Q6	
337	Q6	Apple Mail
337	Q6	
339	Q6	
339	Q6	Safari
340	Q6	
342	Q6	
344	Q6	
346	Q6	
351	Q6	
354	Q6	
355	Q6	Viggo
357	Q6	
359	Q6	Google Chrome
359	Q6	Medicin.dk
363	Q6	
364	Q6	Apple Mail
364	Q6	Slack
366	Q6	
367	Q6	
372	Q6	Safari
376	Q6	
380	Q6	
381	Q6	
382	Q6	
385	Q6	First Agenda Prepare
385	Q6	
385	Q6	
388	Q6	
391	Q6	
393	Q6	
399	Q6	
399	Q6	
408	Q6	
409	Q6	
410	Q6	Citrix
414	Q6	
419	Q6	
423	Q6	
427	Q6	
433	Q6	
433	Q6	Google Chrome
433	Q6	
433	Q6	
437	Q6	
446	Q6	
447	Q6	
448	Q6	Intra
450	Q6	
450	Q6	IntraNote
451	Q6	
456	Q6	
465	Q6	
469	Q6	
470	Q6	
472	Q6	
473	Q6	
475	Q6	
477	Q6	
478	Q6	MS Word
479	Q6	
482	Q6	
486	Q6	
488	Q6	MS Outlook 365
489	Q6	
490	Q6	
492	Q6	
494	Q6	
495	Q6	
498	Q6	
499	Q6	
509	Q6	
511	Q6	
513	Q6	
515	Q6	
517	Q6	
517	Q6	
518	Q6	
519	Q6	
521	Q6	
522	Q6	
523	Q6	
536	Q6	MS Office 365
536	Q6	SalesForce
537	Q6	
545	Q6	
554	Q6	
560	Q6	
563	Q6	
567	Q6	
567	Q6	
572	Q6	
577	Q6	
577	Q6	
579	Q6	
579	Q6	
581	Q6	
582	Q6	
583	Q6	
586	Q6	
594	Q6	
597	Q6	
600	Q6	
607	Q6	
609	Q6	
612	Q6	Predictable (TherapyBox)
616	Q6	
620	Q6	
620	Q6	
622	Q6	
625	Q6	
627	Q6	
628	Q6	
633	Q6	
634	Q6	
644	Q6	
645	Q6	
648	Q6	
650	Q6	
651	Q6	
653	Q6	
657	Q6	
659	Q6	
661	Q6	MS Word
662	Q6	
666	Q6	
666	Q6	MS Word
666	Q6	Internet Explorer
666	Q6	Adobe Acrobat Reader
669	Q6	MS OneNote
669	Q6	DirectorsDesk
676	Q6	
682	Q6	
683	Q6	
690	Q6	
694	Q6	
696	Q6	
699	Q6	
703	Q6	Facebook Messenger
709	Q6	
714	Q6	
718	Q6	
720	Q6	Cura
732	Q6	
732	Q6	MS Word 2016
732	Q6	Excel-2016
732	Q6	IDA-2016
732	Q6	JMP
732	Q6	MS Navision
736	Q6	
738	Q6	
739	Q6	
742	Q6	
744	Q6	
745	Q6	
747	Q6	
749	Q6	Apple Mail
750	Q6	
761	Q6	
762	Q6	
763	Q6	Safari
763	Q6	
768	Q6	
768	Q6	MS Office
768	Q6	MS Word; MS Excel
780	Q6	
781	Q6	
783	Q6	
787	Q6	
790	Q6	
795	Q6	
796	Q6	Micosoft Office 2015
803	Q6	
804	Q6	
806	Q6	
813	Q6	
815	Q6	
816	Q6	
817	Q6	
828	Q6	
830	Q6	MS Office 365
830	Q6	
832	Q6	Sonatype Nexus
836	Q6	
838	Q6	Sydbank
839	Q6	
841	Q6	
843	Q6	
851	Q6	
858	Q6	Twitter
858	Q6	
858	Q6	Mention
858	Q6	
861	Q6	
863	Q6	Samme som på iPhone
864	Q6	
865	Q6	
867	Q6	
868	Q6	
869	Q6	
870	Q6	
873	Q6	
875	Q6	
876	Q6	
877	Q6	
879	Q6	
880	Q6	
881	Q6	
883	Q6	
884	Q6	MS Excel
886	Q6	
887	Q6	
888	Q6	
894	Q6	
899	Q6	
902	Q6	
904	Q6	MS Excel
913	Q6	
915	Q6	
927	Q6	
931	Q6	
932	Q6	
933	Q6	Apple Notes
935	Q6	
937	Q6	
938	Q6	
939	Q6	
943	Q6	Apple Pages
944	Q6	
947	Q6	Autodesk Sketchbook
953	Q6	
954	Q6	
957	Q6	
961	Q6	
965	Q6	
975	Q6	
977	Q6	
979	Q6	
987	Q6	
1010	Q6	
1011	Q6	INFOBA
1011	Q6	Facebook
1011	Q6	
1035	Q6	
1041	Q6	MS Office 365
1042	Q6	
1052	Q6	
1054	Q6	
1057	Q6	
1059	Q6	
1064	Q6	iAuditor
1065	Q6	
1066	Q6	
1068	Q6	
1074	Q6	MS Office 2016
1082	Q6	
1083	Q6	MS Office 365
1090	Q6	
1093	Q6	
1094	Q6	
1098	Q6	
1100	Q6	Intercom
1100	Q6	Synology
1102	Q6	
1103	Q6	
1104	Q6	
1106	Q6	Opera
1106	Q6	
1106	Q6	
1107	Q6	
1108	Q6	MS Word
1110	Q6	Adobe Acrobat Reader
1115	Q6	Vivino
1115	Q6	
1116	Q6	
1117	Q6	
1122	Q6	
1130	Q6	
1138	Q6	
1139	Q6	
1144	Q6	
1144	Q6	MS Word
1145	Q6	
1147	Q6	
1150	Q6	
1155	Q6	
1156	Q6	
1158	Q6	
1159	Q6	
1161	Q6	
1166	Q6	
1170	Q6	
1171	Q6	
1172	Q6	
1174	Q6	
1177	Q6	
1178	Q6	
1196	Q6	
1210	Q6	
1217	Q6	
1221	Q6	
1222	Q6	
1223	Q6	
1224	Q6	
1226	Q6	
1227	Q6	
1235	Q6	
1238	Q6	
1243	Q6	
1245	Q6	Systematric Cura
1245	Q6	Tidlig opsporing plus (Symmetric)
1246	Q6	
1253	Q6	
1257	Q6	
1262	Q6	Apple Notes
1263	Q6	ASP.net
1264	Q6	Apple Notes
1264	Q6	
1265	Q6	
1267	Q6	
1269	Q6	
1271	Q6	
1275	Q6	
1280	Q6	
1282	Q6	
1291	Q6	Famly
1296	Q6	
1305	Q6	
1308	Q6	
1309	Q6	Apple Mail
1322	Q6	
1324	Q6	
1326	Q6	
1328	Q6	
1329	Q6	
1338	Q6	
1339	Q6	
1351	Q6	
1352	Q6	
1354	Q6	
1357	Q6	Sonatype Nexus
1358	Q6	
1362	Q6	
1363	Q6	
1369	Q6	
1375	Q6	Kulhydrattælling (Carbohydrate Counter)
1376	Q6	
1376	Q6	
1380	Q6	
1382	Q6	
1382	Q6	MS Office 365
1382	Q6	
1384	Q6	
1389	Q6	MS Office 365; Adobe Acrobat; Apple Mail; MS OneDrive; Safari
1395	Q6	
1401	Q6	Sensum
1403	Q6	
1405	Q6	Appinux
1405	Q6	intoWords
1405	Q6	Min Løn
1405	Q6	Prizmo Go
1405	Q6	Citrix
1412	Q6	
1413	Q6	
1414	Q6	
1416	Q6	
1424	Q6	
1425	Q6	
1430	Q6	
1434	Q6	
1444	Q6	
1445	Q6	
1446	Q6	
1454	Q6	Apple Mail
1456	Q6	
1460	Q6	Apple Mail
1460	Q6	Ovivo (vikaradministrationssystem)
1464	Q6	
1465	Q6	
1467	Q6	Apple Mail
1470	Q6	
1481	Q6	
1484	Q6	
1487	Q6	
1491	Q6	
1492	Q6	
1493	Q6	
1496	Q6	
1497	Q6	Adapt
1498	Q6	
1508	Q6	Apple Pages
1508	Q6	Facebook
1508	Q6	Apple Mail
1514	Q6	
1520	Q6	
1530	Q6	
1531	Q6	Apple Mail
1531	Q6	
1531	Q6	SalesForce
1531	Q6	Danløn
1531	Q6	
1536	Q6	
1545	Q6	
1552	Q6	
1556	Q6	
1557	Q6	
1560	Q6	
1562	Q6	
1563	Q6	
1564	Q6	
1568	Q6	
1571	Q6	
1576	Q6	
1580	Q6	Whoop App
1580	Q6	MS Office
1580	Q6	
1586	Q6	MS Office
1601	Q6	
1605	Q6	
1605	Q6	Explore
1605	Q6	MS Word
1605	Q6	
1606	Q6	
1609	Q6	
1612	Q6	
1615	Q6	
1626	Q6	
1628	Q6	
1632	Q6	
1633	Q6	
1637	Q6	
1642	Q6	
1647	Q6	
1653	Q6	
1666	Q6	Kodak Moments
1666	Q6	Whoosh 3D
1666	Q6	Facebook
1668	Q6	
1673	Q6	
1676	Q6	
1677	Q6	
1680	Q6	
1681	Q6	
1683	Q6	
1684	Q6	
1685	Q6	Skype for Business
1685	Q6	MS Office
1690	Q6	
1691	Q6	
1692	Q6	
1696	Q6	
1703	Q6	Safari
1703	Q6	MinUddannelse
1703	Q6	
1714	Q6	
1714	Q6	Krak
1723	Q6	Apple Mail
1723	Q6	
1723	Q6	
1732	Q6	Arkibas
1732	Q6	Safari
1732	Q6	
1734	Q6	Ajour
1736	Q6	
1737	Q6	
1738	Q6	Murcia
1751	Q6	
1755	Q6	
1763	Q6	MS Office 365
1768	Q6	
1777	Q6	
1787	Q6	
1788	Q6	
1805	Q6	Safari
1805	Q6	
1806	Q6	
1810	Q6	
1810	Q6	
1813	Q6	
1816	Q6	
1824	Q6	
1824	Q6	
1824	Q6	Apple Mail
1824	Q6	Messages
1824	Q6	Apple Notes
1824	Q6	Facebook
1824	Q6	Bloomberg Finance
1824	Q6	MS Excel
1824	Q6	MS Word
1830	Q6	
1831	Q6	
1832	Q6	
1833	Q6	NetBank
1836	Q6	
1838	Q6	MS Office
1842	Q6	
1850	Q6	
1851	Q6	
1858	Q6	
1861	Q6	
1863	Q6	
1865	Q6	
1866	Q6	
1871	Q6	
1873	Q6	
1881	Q6	
1884	Q6	
1885	Q6	
1886	Q6	
1889	Q6	
1890	Q6	
1894	Q6	
1899	Q6	MS Office 2010
1899	Q6	MS Office 2010
1900	Q6	Læsløs
1911	Q6	
1912	Q6	
1914	Q6	
1918	Q6	
1922	Q6	
1926	Q6	
1929	Q6	
1934	Q6	
1940	Q6	
1946	Q6	
1949	Q6	MS Office 365
1952	Q6	
1958	Q6	Sygdom.dk
1959	Q6	
1965	Q6	Classroom
1968	Q6	
1970	Q6	
1971	Q6	
1977	Q6	
1980	Q6	
1985	Q6	
1988	Q6	
1989	Q6	MS Office
1994	Q6	
1995	Q6	
1998	Q6	
1999	Q6	
1999	Q6	MS Excel
1999	Q6	MS Word
2004	Q6	
2023	Q6	
2025	Q6	
2032	Q6	
2042	Q6	
2072	Q6	
2077	Q6	
2078	Q6	RB Digital
2078	Q6	Safari
2079	Q6	
2086	Q6	
2088	Q6	
2093	Q6	MS Word
2095	Q6	
2110	Q6	
2117	Q6	
2122	Q6	
2124	Q6	
2137	Q6	
2138	Q6	Apple Pages
2143	Q6	
2149	Q6	
2158	Q6	
2159	Q6	
2161	Q6	
2172	Q6	
2177	Q6	
2180	Q6	MeeBook
2180	Q6	Google Drive
2190	Q6	Safari
2199	Q6	
2201	Q6	
2205	Q6	
2210	Q6	
2217	Q6	
2218	Q6	
2219	Q6	
2221	Q6	
2222	Q6	
2229	Q6	
2232	Q6	
2236	Q6	
2237	Q6	Whatson
2237	Q6	MS Powerpoint
2241	Q6	
2241	Q6	
2244	Q6	
2254	Q6	
2260	Q6	
2262	Q6	
2264	Q6	
2265	Q6	
2272	Q6	MS Word 2016
2272	Q6	MS Excel 2016
2275	Q6	Apple Calendar
2275	Q6	iBooks
2275	Q6	Apple Mail
2275	Q6	Apple Pages
2275	Q6	FileMaker Go
2276	Q6	
2284	Q6	
2284	Q6	MS Word
2284	Q6	MS Powerpoint
2285	Q6	
2285	Q6	
2286	Q6	
2300	Q6	
2301	Q6	
2304	Q6	
2307	Q6	
2312	Q6	Apple Mail
2320	Q6	
2330	Q6	
2333	Q6	
2338	Q6	
2339	Q6	
2342	Q6	Webdyr
2342	Q6	
2342	Q6	Facebook Messenger
2348	Q6	
2356	Q6	
2357	Q6	
2359	Q6	
2364	Q6	
2367	Q6	
2369	Q6	
2370	Q6	EG Bolig
2373	Q6	
2375	Q6	
2377	Q6	
2379	Q6	
2380	Q6	
2381	Q6	
2382	Q6	
2384	Q6	Safari
2384	Q6	dr.dk
2384	Q6	
2391	Q6	
2395	Q6	
2407	Q6	Safari
2407	Q6	
2407	Q6	MS Office
2407	Q6	
2412	Q6	MS Office
2419	Q6	
2429	Q6	
2442	Q6	Safari
2442	Q6	
2442	Q6	Apple Mail
2442	Q6	BigNote Whiteboarding Software
2442	Q6	MS Office
2442	Q6	FaceTime
2442	Q6	
2442	Q6	Apple Notes
2448	Q6	
2451	Q6	
2453	Q6	
2465	Q6	
2467	Q6	
2471	Q6	
2474	Q6	
2481	Q6	
2482	Q6	
2504	Q6	
2514	Q6	
2516	Q6	Nexus (KMD)
2517	Q6	Book Creator
2517	Q6	Gladsaxe Kommune App
2517	Q6	Intra
2527	Q6	Sonatype Nexus
2527	Q6	pleje.net
2531	Q6	
2532	Q6	
2536	Q6	Cura
2540	Q6	
2541	Q6	
2542	Q6	
2544	Q6	
2557	Q6	
2558	Q6	
2566	Q6	
2567	Q6	
2568	Q6	
2570	Q6	Eforsyning
2571	Q6	
2578	Q6	
2579	Q6	HR Manager
2581	Q6	
2583	Q6	
2586	Q6	
2588	Q6	
2597	Q6	
2599	Q6	
2609	Q6	
2613	Q6	Sonatype Nexus
2613	Q6	
2627	Q6	
2630	Q6	Apple Notes
2634	Q6	
2636	Q6	
2639	Q6	
2640	Q6	
2649	Q6	
2649	Q6	MS Office
2649	Q6	Google Mail
2650	Q6	
2653	Q6	
2659	Q6	
2661	Q6	
2663	Q6	
2665	Q6	MS Word
2666	Q6	
2669	Q6	
2671	Q6	
2674	Q6	
2675	Q6	
2677	Q6	
2678	Q6	
2680	Q6	Fotobehandling
2681	Q6	
2685	Q6	
2693	Q6	
2696	Q6	
2704	Q6	
2712	Q6	R
2717	Q6	
2718	Q6	
2721	Q6	
2724	Q6	
2725	Q6	MS Word
2725	Q6	Apple Mail
2725	Q6	Dropbox
2725	Q6	Wunderlist
2725	Q6	
2727	Q6	
2728	Q6	
2730	Q6	
2732	Q6	
2736	Q6	
2750	Q6	
2750	Q6	Apple Notes
2752	Q6	
2760	Q6	
2762	Q6	Apple Mail
2778	Q6	
2780	Q6	MS Office
2786	Q6	
2790	Q6	
2795	Q6	
2796	Q6	
2815	Q6	
2824	Q6	
2835	Q6	
2837	Q6	
2840	Q6	
2850	Q6	
2852	Q6	MS OneNote
2856	Q6	
2857	Q6	
2859	Q6	
2865	Q6	MS Word
2865	Q6	MS Excel
2865	Q6	
2874	Q6	
2875	Q6	
2875	Q6	MS Word
2875	Q6	
2875	Q6	MS Explorer
2875	Q6	Mozilla Firefox
2875	Q6	Google Chrome
2875	Q6	Aarhus kommunes digitale intra
2878	Q6	
2880	Q6	
2881	Q6	
2884	Q6	Gyldendal
2884	Q6	Clio
2884	Q6	Emu
2889	Q6	Content
2895	Q6	
2896	Q6	
2897	Q6	
2900	Q6	
2907	Q6	
2912	Q6	
2914	Q6	Cura
2917	Q6	iBooks
2917	Q6	Audible
2917	Q6	LinkedIn
2928	Q6	
2930	Q6	
2932	Q6	
2934	Q6	
2936	Q6	MS Office 365
2936	Q6	MS Outlook 365
2936	Q6	SalesForce
2936	Q6	speedtest
2936	Q6	Google Chrome
2936	Q6	Safari
2936	Q6	fieldservice
2936	Q6	airtable
2936	Q6	
2939	Q6	
2945	Q6	
2949	Q6	
2952	Q6	
2953	Q6	
2956	Q6	Apple Mail
2964	Q6	
2966	Q6	
2967	Q6	
2969	Q6	
2973	Q6	
2977	Q6	
2978	Q6	Sketchbook
2980	Q6	
2992	Q6	
2993	Q6	
2994	Q6	
3e3	Q6	IBG Basis
3005	Q6	
3013	Q6	Intra
3028	Q6	
3030	Q6	
3033	Q6	
3040	Q6	
3048	Q6	
3049	Q6	
3058	Q6	
3066	Q6	
3069	Q6	
3071	Q6	
3072	Q6	
3075	Q6	
3089	Q6	
3091	Q6	
3094	Q6	
3095	Q6	
3096	Q6	
3098	Q6	
3100	Q6	Byggeweb
3106	Q6	
3109	Q6	
3112	Q6	Skema
3112	Q6	Intra
3113	Q6	
3114	Q6	
3116	Q6	Apple Pages
3118	Q6	
3125	Q6	
3131	Q6	
3134	Q6	
3137	Q6	
3140	Q6	Apple Mail
3140	Q6	Xcode
3143	Q6	Godmail.dk
3143	Q6	Google Chrome
3143	Q6	Maos
3143	Q6	MS Planner
3143	Q6	Camera
3143	Q6	
3145	Q6	
3150	Q6	
3156	Q6	
3158	Q6	
3166	Q6	
3179	Q6	MS Works
3179	Q6	
3192	Q6	
3193	Q6	
3194	Q6	
3195	Q6	MS Powerpoint
3202	Q6	
3203	Q6	
3207	Q6	
3211	Q6	
3212	Q6	
3213	Q6	
3219	Q6	
3222	Q6	
3228	Q6	
3232	Q6	
3235	Q6	
3244	Q6	
3247	Q6	MS Word
3252	Q6	
3254	Q6	
3259	Q6	Cetrea
3263	Q6	Skype
3263	Q6	
3263	Q6	Internet Explorer
3271	Q6	iCloud
3271	Q6	MS Office 365
3271	Q6	
3273	Q6	
3274	Q6	
3276	Q6	
3277	Q6	
3279	Q6	
3285	Q6	
3287	Q6	
3289	Q6	
3290	Q6	
3292	Q6	Sonatype Nexus
3298	Q6	Cura
3302	Q6	
3307	Q6	
3308	Q6	
3310	Q6	
3314	Q6	Samme som på telefon plus hangman og diverse læseapps
3320	Q6	ProMedicin
3328	Q6	
3330	Q6	
3335	Q6	
3336	Q6	Skype
3336	Q6	Google Mail
3340	Q6	
3341	Q6	
3351	Q6	Camera
3352	Q6	
3355	Q6	
3358	Q6	ProMedicin
3358	Q6	Cura
3361	Q6	Safari
3362	Q6	
3364	Q6	
3374	Q6	
3379	Q6	
3387	Q6	
3405	Q6	
3408	Q6	
3414	Q6	
3417	Q6	
3422	Q6	
3427	Q6	
3428	Q6	
3433	Q6	
3435	Q6	
3438	Q6	
3440	Q6	
3443	Q6	
3446	Q6	
3448	Q6	
3458	Q6	
3458	Q6	
3458	Q6	Infotavle (InCare Systems A/S)
3462	Q6	
3465	Q6	
3467	Q6	
3470	Q6	
3478	Q6	
3480	Q6	
3482	Q6	
3483	Q6	
3494	Q6	
3499	Q6	MS Word
3499	Q6	Apple Notes
3499	Q6	
3505	Q6	
3514	Q6	
3516	Q6	
3517	Q6	
3518	Q6	
3522	Q6	Apple Keynote
3522	Q6	Google Docs
3523	Q6	
3524	Q6	C
3528	Q6	
3536	Q6	
3537	Q6	FGb (Jean-Charles Faugère)
3538	Q6	
3543	Q6	
3559	Q6	
3564	Q6	
3572	Q6	
3574	Q6	
3575	Q6	F
3577	Q6	
3578	Q6	
3580	Q6	
3580	Q6	MS Excel
3580	Q6	MS Word
3580	Q6	Google Chrome
3587	Q6	
3593	Q6	
3597	Q6	
3599	Q6	
3600	Q6	
3601	Q6	
3601	Q6	
3601	Q6	
3602	Q6	Twitter
3602	Q6	Facebook
3604	Q6	Pensionist
3611	Q6	
3612	Q6	
3613	Q6	
3620	Q6	
3621	Q6	
3622	Q6	
3632	Q6	Tizen
3633	Q6	
3637	Q6	
3637	Q6	
3637	Q6	
3644	Q6	
3648	Q6	
3660	Q6	
3663	Q6	
3667	Q6	
3668	Q6	
3669	Q6	MS Office
3671	Q6	
3677	Q6	
3678	Q6	
3679	Q6	
3679	Q6	
3680	Q6	
3684	Q6	
3690	Q6	
3702	Q6	
3710	Q6	
3718	Q6	
3719	Q6	
3720	Q6	
3724	Q6	
3724	Q6	
3724	Q6	Apple Mail
3724	Q6	Safari
3724	Q6	
3724	Q6	
3728	Q6	
3731	Q6	
3733	Q6	
3737	Q6	
3740	Q6	Dokumentation
3743	Q6	
3755	Q6	
3757	Q6	
3761	Q6	
3762	Q6	
3763	Q6	
3778	Q6	
3781	Q6	
3782	Q6	
3787	Q6	
3789	Q6	
3798	Q6	
3799	Q6	
3801	Q6	
3807	Q6	MS Office
3815	Q6	
3820	Q6	
3823	Q6	
3825	Q6	MS Office
3825	Q6	
3825	Q6	Airmail
3825	Q6	Scrivener
3833	Q6	
3839	Q6	
3845	Q6	
3858	Q6	
3865	Q6	Google Drive
3865	Q6	Google Mail
3865	Q6	Google Calendar
3870	Q6	
3872	Q6	
3873	Q6	
3882	Q6	
3889	Q6	
3894	Q6	KMD Care
3894	Q6	Camera
3895	Q6	
3902	Q6	
3903	Q6	
3925	Q6	
3943	Q6	
3944	Q6	C
1	Q7	OpenOffice Draw
5	Q7	
6	Q7	MS Sharepoint
16	Q7	
19	Q7	
23	Q7	BMC TrueSight
23	Q7	Remedy
25	Q7	
27	Q7	
29	Q7	MS Word
29	Q7	MS Excel
29	Q7	MS Powerpoint
29	Q7	Sundhedsplatformen
30	Q7	Draw.io
30	Q7	Elevplan
30	Q7	Itslearning.com
33	Q7	MS Access; PI Behavioral Assessment (Humanostics)
33	Q7	pi learning indicator humanostics
33	Q7	successfactors fasthire
34	Q7	
35	Q7	
36	Q7	
37	Q7	
38	Q7	
39	Q7	
40	Q7	
45	Q7	
46	Q7	
49	Q7	
51	Q7	Fuze
51	Q7	Google Mail
51	Q7	G Suite
51	Q7	Xactly
51	Q7	Ultipro
51	Q7	Concur
57	Q7	MS Office 365
59	Q7	
62	Q7	Sonatype Nexus
63	Q7	
64	Q7	
64	Q7	MS Office
64	Q7	
64	Q7	e-Dok
64	Q7	
74	Q7	Geckoboard
74	Q7	Skype for Business
74	Q7	Carlsson
74	Q7	
76	Q7	
77	Q7	MS OneDrive
77	Q7	MS Office 2016
77	Q7	MS Office 365
77	Q7	Citrix
77	Q7	Milestone
77	Q7	Pelco
77	Q7	Siemens Desigo CTS.
81	Q7	
84	Q7	Atlassian JIRA
84	Q7	Atlassian Confluence
84	Q7	MS Sharepoint
84	Q7	
90	Q7	
93	Q7	
95	Q7	
97	Q7	
100	Q7	Dinero
105	Q7	
108	Q7	
112	Q7	Equus
112	Q7	Krak
112	Q7	Google Mail
112	Q7	Facebook Messenger
114	Q7	Fujitsu Siemens
114	Q7	Silkeborg Data
118	Q7	
119	Q7	
129	Q7	
130	Q7	
136	Q7	
136	Q7	
142	Q7	
143	Q7	
145	Q7	
146	Q7	
147	Q7	
154	Q7	
155	Q7	
161	Q7	
168	Q7	
169	Q7	
171	Q7	
173	Q7	Google Chrome
173	Q7	LinkedIn
174	Q7	
174	Q7	
176	Q7	
179	Q7	Danløn
179	Q7	Remedy
179	Q7	clarity
179	Q7	
179	Q7	Lynda
184	Q7	
184	Q7	
185	Q7	
190	Q7	MS Dynamics C5
191	Q7	
192	Q7	Sonatype Nexus
193	Q7	
205	Q7	
207	Q7	Navigator (Bering IT)
208	Q7	Google Search
209	Q7	
210	Q7	
212	Q7	
214	Q7	Atlassian JIRA
216	Q7	SiteCore
216	Q7	qlikview
216	Q7	ØSS-Samarbejdet
216	Q7	SurveyXact
216	Q7	SDU Pro
218	Q7	
220	Q7	
221	Q7	
225	Q7	NI Multisim
226	Q7	
228	Q7	
237	Q7	Dw3
237	Q7	Synchronicer
237	Q7	Skyhost
237	Q7	
240	Q7	Dynamicweb
241	Q7	
242	Q7	
244	Q7	Sceduler
246	Q7	Google Drive
252	Q7	MS PowerBI
252	Q7	Google Maps
252	Q7	LinkedIn
254	Q7	
255	Q7	Spotify
255	Q7	Facebook
257	Q7	SalesForce
258	Q7	
259	Q7	
263	Q7	
264	Q7	MxToolbox
264	Q7	dk-hostmasters
264	Q7	Remedy
264	Q7	Concur
267	Q7	
271	Q7	Gartner.com
271	Q7	Forrester.com
273	Q7	
275	Q7	Economic Udgift
277	Q7	
285	Q7	Canva
286	Q7	
287	Q7	
288	Q7	ServiceNow
288	Q7	MS Sharepoint
301	Q7	
303	Q7	MailChimp
303	Q7	Wordpress
305	Q7	Sharefiles
308	Q7	
312	Q7	
314	Q7	
315	Q7	
316	Q7	
317	Q7	
323	Q7	
324	Q7	
328	Q7	
329	Q7	
332	Q7	
333	Q7	Medinfo
333	Q7	ProMedicin
333	Q7	Janusinfo
333	Q7	
334	Q7	Dinero
334	Q7	MS Office 365
334	Q7	Wordpress
336	Q7	
337	Q7	
339	Q7	
340	Q7	
342	Q7	
344	Q7	
346	Q7	
351	Q7	Citrix Reciever
354	Q7	MS Office 365
355	Q7	Google Drive
355	Q7	Viggo
355	Q7	
357	Q7	
359	Q7	FSIII
363	Q7	
364	Q7	
366	Q7	KMD
367	Q7	
372	Q7	Safari
376	Q7	
380	Q7	
381	Q7	
382	Q7	
385	Q7	First Agenda Prepare
385	Q7	Karnov Group
385	Q7	
388	Q7	
391	Q7	SAP
393	Q7	
399	Q7	
399	Q7	
408	Q7	
409	Q7	Google Docs; Google Drive
409	Q7	
410	Q7	
414	Q7	
419	Q7	MS Navision
423	Q7	
